!!!	국가	미국
!!!	장르	댄스 펑크
!!!	장르	인디 록
광주광역시도시공사	국가	대한민국
광주광역시도시공사	본사위치	대한민국
광주광역시도시공사	주소	광주광역시
광주광역시도시철도건설본부	관할	광주광역시청
광주광역시도시철도건설본부	창립	2008년
광주광역시상수도사업본부	관할	광주광역시청
광주광역시상수도사업본부	창립	1990년
광주광역시일가정양립지원본부	관할	광주광역시청
광주광역시일가정양립지원본부	창립	2016년
광주광역시체육회	모기관	대한체육회
광주광역시체육회	창립	1986년
광주광천초등학교	관할	광주광역시서부교육지원청
광주광천초등학교	국가	대한민국
광주교도소	관할	광주지방교정청
광주교도소	국가	대한민국
광주교도소	완공	1908년
광주극락초등학교	관할	광주광역시서부교육지원청
광주극락초등학교	교장	이강수
광주극락초등학교	국가	대한민국
광주김치박물관	공식명칭	광주김치박물관
광주김치박물관	국가	대한민국
광주남부경찰서	국가	대한민국
광주남부경찰서	완공	1992년
광주남부소방서	관할	광주광역시 소방안전본부
광주남부소방서	국가	대한민국
광주남부소방서	완공	2003년
광주남초등학교	관할	광주광역시동부교육지원청
광주남초등학교	국가	대한민국
광주대성초등학교	관할	광주광역시서부교육지원청
광주대성초등학교	국가	대한민국
광주대학교	국가	대한민국
광주대학교	상징	목련
광주대학교	상징	향나무
광주대학교	창립	1980년
광주도평초등학교	관할	경기도광주하남교육지원청
광주도평초등학교	국가	대한민국
광주돔	개장	취소
광주돔	주소	광주광역시
광주동산초등학교	관할	광주광역시동부교육지원청
광주동산초등학교	국가	대한민국
광주동성고등학교	개교	1921년
광주동성고등학교	관할	광주광역시교육청
광주동성고등학교	교장	김영길
광주동성고등학교	국가	대한민국
광주동성여자중학교	개교	1921년
광주동성여자중학교	관할	광주광역시서부교육지원청
광주동성여자중학교	교감	이명수
광주동성여자중학교	국가	대한민국
광주동성중학교	개교	1921년
광주동성중학교	관할	광주광역시서부교육지원청
광주동성중학교	국가	대한민국
광주동신여자중학교	개교	1969년
광주동신여자중학교	관할	광주광역시동부교육지원청
광주동신여자중학교	국가	대한민국
광주동신중학교	개교	1966년
광주동신중학교	관할	광주광역시동부교육지원청
광주동신중학교	교감	김선규
광주동신중학교	국가	대한민국
광주동운초등학교	관할	광주광역시동부교육지원청
광주동운초등학교	국가	대한민국
광주동초등학교	국가	대한민국
광주무등경기장	소유자	광주광역시
광주무등경기장	폐막일	2011년
광주무진중학교	개교	1951년
광주무진중학교	관할	광주광역시서부교육지원청
광주무진중학교	교장	이경옥
광주무진중학교	교훈	성실
광주무진중학교	국가	대한민국
광주백운초등학교	관할	광주광역시서부교육지원청
광주백운초등학교	국가	대한민국
광주보건대학교	국가	대한민국
광주보건대학교	종교	기독교
광주보건대학교	직원	191
광주보건대학교	창립	1971년
광주보건대학교	총장	정명진
광주북부소방서	관할	광주광역시 소방안전본부
광주북부소방서	국가	대한민국
광주북부소방서	완공	1995년
광주북초등학교	관할	광주광역시동부교육지원청
광주북초등학교	교장	김동일
광주북초등학교	국가	대한민국
광주불교방송	개국	1995년
광주불교방송	지도자	이민수
광주상무초등학교	관할	광주광역시서부교육지원청
광주상무초등학교	국가	대한민국
광주새롬학교	관할	경기도교육청
광주새롬학교	국가	대한민국
광주서부경찰서	국가	대한민국
광주서부경찰서	완공	1970년
광주서부소방서	관할	광주광역시 소방안전본부
광주서부소방서	국가	대한민국
광주서부소방서	완공	1985년
광주서산초등학교	관할	광주광역시동부교육지원청
광주서산초등학교	국가	대한민국
광주서석고등학교	개교	1974년
광주서석고등학교	관할	광주광역시교육청
광주서석고등학교	교감	이상덕
광주서석고등학교	교훈	성실
광주서석고등학교	국가	대한민국
광주서석중학교	개교	1987년
광주서석중학교	관할	광주광역시서부교육지원청
광주서석중학교	교훈	성실
광주서석중학교	국가	대한민국
광주서석초등학교	관할	광주광역시동부교육지원청
광주서석초등학교	국가	대한민국
광주서초등학교	관할	광주광역시서부교육지원청
광주서초등학교	교감	김태선
광주서초등학교	국가	대한민국
광주석산고등학교	개교	1971년
광주석산고등학교	관할	광주광역시교육청
광주석산고등학교	교감	정현
광주석산고등학교	국가	대한민국
광주선	국가	대한민국
광주선	기점	동송정역
광주선	역수	2
광주선	운영	한국철도공사
광주선	종점	광주역
광주선광학교	관할	광주광역시교육청
광주선광학교	국가	대한민국
광주세광학교	관할	광주광역시교육청
광주세광학교	교감	김선미
광주세광학교	교장	김은희
광주세광학교	국가	대한민국
광주소프트웨어마이스터고등학교	개교	1954년
광주소프트웨어마이스터고등학교	관할	광주광역시교육청
광주소프트웨어마이스터고등학교	국가	대한민국
광주송원초등학교	관할	광주광역시서부교육지원청
광주송원초등학교	국가	대한민국
광주송정역	종류	관리역
광주숭일고등학교	개교	1908년
광주숭일고등학교	관할	광주광역시교육청
광주숭일고등학교	국가	대한민국
광주신세계	국가	대한민국
광주신세계	본사위치	대한민국
광주신세계	제품	백화점
광주양산초등학교	관할	광주광역시동부교육지원청
광주양산초등학교	국가	대한민국
광주여자고등학교	개교	1923년
광주여자고등학교	관할	광주광역시교육청
광주여자고등학교	교감	강신철
광주여자고등학교	국가	대한민국
광주여자대학교	국가	대한민국
광주여자대학교	상징	소나무
광주여자대학교	창립	1992년
광주여자대학교	총장	이선재
광주여자대학교	표어	선
광주여자대학교	표어	진
광주여자대학교	표어	화
광주여자상업고등학교	개교	1921년
광주여자상업고등학교	관할	광주광역시교육청
광주여자상업고등학교	국가	대한민국
광주영어방송재단	국가	대한민국
광주영어방송재단	본사위치	대한민국
광주예술대학교	국가	대한민국
광주예술대학교	창립자	이홍하
광주예술대학교	총장	이홍하
광주외국인학교	개교	1996년
광주외국인학교	국가	대한민국
광주외국인학교	창립형태	외국인학교
광주용산초등학교	관할	광주광역시동부교육지원청
광주용산초등학교	국가	대한민국
광주우산초등학교	관할	광주광역시동부교육지원청
광주우산초등학교	국가	대한민국
광주운암초등학교	관할	광주광역시동부교육지원청
광주운암초등학교	국가	대한민국
광주원부인	가문	고려
광주원부인	배우자	고려 태조
광주원부인	부	왕규
광주원부인	전임	대명주원부인
광주원부인	후임	소광주원부인
광주월산초등학교	관할	광주광역시서부교육지원청
광주월산초등학교	국가	대한민국
광주은행	국가	대한민국
광주은행	모기관	JB금융지주
광주자동화설비공업고등학교	개교	1979년
광주자동화설비공업고등학교	관할	광주광역시교육청
광주자동화설비공업고등학교	교감	이정상
광주자동화설비공업고등학교	국가	대한민국
광주자연과학고등학교	개교	1909년
광주자연과학고등학교	관할	광주광역시교육청
광주자연과학고등학교	교장	박영숙
광주자연과학고등학교	국가	대한민국
광주장원초등학교	관할	광주광역시동부교육지원청
광주장원초등학교	국가	대한민국
광주전자공업고등학교	개교	1996년
광주전자공업고등학교	관할	광주광역시교육청
광주전자공업고등학교	교감	김영진
광주전자공업고등학교	국가	대한민국
광주제일고등학교	개교	1920년
광주제일고등학교	관할	광주광역시교육청
광주제일고등학교	국가	대한민국
광주지산초등학교	관할	광주광역시동부교육지원청
광주지산초등학교	교장	이순자
광주지산초등학교	국가	대한민국
광주진흥중학교	개교	1972년
광주진흥중학교	관할	광주광역시서부교육지원청
광주진흥중학교	교감	김동욱
광주진흥중학교	교훈	창조
광주진흥중학교	국가	대한민국
광주초등학교	관할	경기도광주하남교육지원청
광주초등학교	국가	대한민국
광주충장중학교	개교	1970년
광주충장중학교	관할	광주광역시동부교육지원청
광주충장중학교	국가	대한민국
광주학운초등학교	관할	광주광역시동부교육지원청
광주학운초등학교	국가	대한민국
광주화정중학교	개교	1979년
광주화정중학교	관할	광주광역시서부교육지원청
광주화정중학교	교장	김순애
광주화정중학교	국가	대한민국
광주화정초등학교	관할	광주광역시서부교육지원청
광주화정초등학교	국가	대한민국
광주효덕초등학교	관할	광주광역시서부교육지원청
광주효덕초등학교	교감	최미경
광주효덕초등학교	교장	정혜경
광주효덕초등학교	국가	대한민국
광지대선사	가문	고려
광지대선사	부	예종
광지대선사	종교	불교
광지대선사	출생지	고려
광지원초등학교	관할	경기도광주하남교육지원청
광지원초등학교	국가	대한민국
광진교	공식명칭	광진교
광천중학교	개교	1946년
광천중학교	관할	충청남도홍성교육지원청
광천중학교	국가	대한민국
광탄고등학교	개교	1976년
광탄고등학교	관할	경기도교육청
광탄고등학교	국가	대한민국
광탄면	법정리	기산리
광탄면	법정리	마장리
광탄면	법정리	방축리
광판초등학교	관할	강원도춘천교육지원청
광판초등학교	교감	김정수
광판초등학교	국가	대한민국
광평중학교	개교	2008년
광평중학교	관할	경상북도구미교육지원청
광평중학교	교감	김영옥
